CELL,0,0,0
CELL,-16,-16,0.16148529771349837
CELL,-16,-15,0.16440273281925577
CELL,-16,-14,0.15362418133697003
CELL,-16,-13,0.15159824360645302
CELL,-16,-12,0.1274228691782487
CELL,-16,-11,0.1134727411793786
CELL,-16,-10,0.12328835034343821
CELL,-16,-9,0.14865240876847308
CELL,-16,-8,0.18258123728382714
CELL,-16,-7,0.21417606295839334
CELL,-16,-6,0.24848310359124037
CELL,-16,-5,0.27576569526305483
CELL,-16,-4,0.28885004167037676
CELL,-16,-3,0.3022105800131975
CELL,-16,-2,0.3167122342597698
CELL,-16,-1,0.34013338322034015
CELL,-16,0,0.3481438658803186
CELL,-16,1,0.36827741230054184
CELL,-16,2,0.3881286794593183
CELL,-16,3,0.3957745717251785
CELL,-16,4,0.3885250748457044
CELL,-16,5,0.397118534819918
CELL,-16,6,0.42787500717961974
CELL,-16,7,0.4572522078343762
CELL,-16,8,0.47013729929448816
CELL,-16,9,0.47538051458968916
CELL,-16,10,0.4640859002841539
CELL,-16,11,0.4587942898506201
CELL,-16,12,0.4472083051786178
CELL,-16,13,0.43371585878070334
CELL,-16,14,0.450327264834158
CELL,-16,15,0.4457578456056602
CELL,-15,-16,0.14421486639210554
CELL,-15,-15,0.1286363604373994
CELL,-15,-14,0.1393627100637108
CELL,-15,-13,0.1500775562468147
CELL,-15,-12,0.14093112452093554
CELL,-15,-11,0.12314438770161253
CELL,-15,-10,0.1106501737479366
CELL,-15,-9,0.11101843190583331
CELL,-15,-8,0.13200674674816174
CELL,-15,-7,0.18854041332291713
CELL,-15,-6,0.22925287636676353
CELL,-15,-5,0.26526256416880345
CELL,-15,-4,0.2981451186428
CELL,-15,-3,0.3124475107263488
CELL,-15,-2,0.3070969644801556
CELL,-15,-1,0.345833978674357
CELL,-15,0,0.3610127087836024
CELL,-15,1,0.3791225403417915
CELL,-15,2,0.3910174943548318
CELL,-15,3,0.4023483970807402
CELL,-15,4,0.39215274792630905
CELL,-15,5,0.3796618748148791
CELL,-15,6,0.41009200298226356
CELL,-15,7,0.44833735201729213
CELL,-15,8,0.4712068696405739
CELL,-15,9,0.4874692441572906
CELL,-15,10,0.46952394304768386
CELL,-15,11,0.4672150317933548
CELL,-15,12,0.4693421208284821
CELL,-15,13,0.46385279368626364
CELL,-15,14,0.46965947726756097
CELL,-15,15,0.480736163987055
CELL,-14,-16,0.13368506429647894
CELL,-14,-15,0.10457164966683824
CELL,-14,-14,0.1236963770878536
CELL,-14,-13,0.1410676101156826
CELL,-14,-12,0.1369614551313815
CELL,-14,-11,0.12006182834260991
CELL,-14,-10,0.0994484363081055
CELL,-14,-9,0.09216428535061554
CELL,-14,-8,0.10847429999711299
CELL,-14,-7,0.13745223486098815
CELL,-14,-6,0.1792304034694579
CELL,-14,-5,0.23130080217135157
