CELL,0,0,0
CELL,-16,-16,0.025316636117944213
CELL,-16,-15,-0.0011964810172329782
CELL,-16,-14,-0.05112726661924595
CELL,-16,-13,-0.08528374744518341
CELL,-16,-12,-0.09377493626858932
CELL,-16,-11,-0.09480689126171342
CELL,-16,-10,-0.12602848184676485
CELL,-16,-9,-0.1557428284420259
CELL,-16,-8,-0.1778811073426177
CELL,-16,-7,-0.17649398293214685
CELL,-16,-6,-0.1836766425596103
CELL,-16,-5,-0.19347521453971625
CELL,-16,-4,-0.1978473958859135
CELL,-16,-3,-0.21546900204528696
CELL,-16,-2,-0.22967661948917692
CELL,-16,-1,-0.26218250879671273
CELL,-16,0,-0.2817850356095149
CELL,-16,1,-0.32602891187381516
CELL,-16,2,-0.3357284050133987
CELL,-16,3,-0.3393087065438199
CELL,-16,4,-0.34327435651211574
CELL,-16,5,-0.34172575741764566
CELL,-16,6,-0.3227594221923895
CELL,-16,7,-0.3194740155892306
CELL,-16,8,-0.3471408216638433
CELL,-16,9,-0.3510129980943984
CELL,-16,10,-0.37777144509896293
CELL,-16,11,-0.3818931127792417
CELL,-16,12,-0.37574863196215286
CELL,-16,13,-0.3872162943402748
CELL,-16,14,-0.4145809450344109
CELL,-16,15,-0.4319091287960258
CELL,-15,-16,0.06599655444008073
CELL,-15,-15,0.028427306017870208
CELL,-15,-14,-0.014176848946105847
CELL,-15,-13,-0.04819461187850587
CELL,-15,-12,-0.07243657836262031
CELL,-15,-11,-0.07604323238124241
CELL,-15,-10,-0.08804315669718145
CELL,-15,-9,-0.11961441556842382
CELL,-15,-8,-0.14171714153662052
CELL,-15,-7,-0.12681644690108337
CELL,-15,-6,-0.12589633231261535
CELL,-15,-5,-0.1406182887617687
CELL,-15,-4,-0.16259633585941327
CELL,-15,-3,-0.1914748447379086
CELL,-15,-2,-0.2004604013152932
CELL,-15,-1,-0.22576762496996935
CELL,-15,0,-0.26668482146108086
CELL,-15,1,-0.2947152773346796
CELL,-15,2,-0.32255376961591903
CELL,-15,3,-0.32983631270513425
CELL,-15,4,-0.3501559936000831
CELL,-15,5,-0.360791708723624
CELL,-15,6,-0.3383331077418413
CELL,-15,7,-0.3294154622291411
CELL,-15,8,-0.33299007257172314
CELL,-15,9,-0.33617076405550805
CELL,-15,10,-0.37709336372937724
CELL,-15,11,-0.402061513587407
CELL,-15,12,-0.42537526461113906
CELL,-15,13,-0.4399303382289247
CELL,-15,14,-0.4530639591530285
CELL,-15,15,-0.46255777468225956
CELL,-14,-16,0.11410447261311397
CELL,-14,-15,0.06994475957573046
CELL,-14,-14,0.036498218995622764
CELL,-14,-13,-0.0058077261591121775
CELL,-14,-12,-0.03747000887685796
CELL,-14,-11,-0.05528208461069789
CELL,-14,-10,-0.06380825467377842
CELL,-14,-9,-0.08561429935264082
CELL,-14,-8,-0.09810283701532752
CELL,-14,-7,-0.12240203059810636
CELL,-14,-6,-0.11623941645343971
CELL,-14,-5,-0.10324736778573138
CELL,-14,-4,-0.1142242767871346
CELL,-14,-3,-0.14750179373411668
CELL,-14,-2,-0.1782097638112889
CELL,-14,-1,-0.21164816690317706
CELL,-14,0,-0.23149459803370775
CELL,-14,1,-0.27166835276997814
CELL,-14,2,-0.310053834758751
CELL,-14,3,-0.3172140280068448
CELL,-14,4,-0.34657411149395184
CELL,-14,5,-0.35399350838667853
CELL,-14,6,-0.35378224766443706
CELL,-14,7,-0.3227896317434801
CELL,-14,8,-0.3197573821538193
CELL,-14,9,-0.33935834298567624
CELL,-14,10,-0.370111436758823
CELL,-14,11,-0.40582429204985915
CELL,-14,12,-0.43621230822214757
CELL,-14,13,-0.47238620555281596
CELL,-14,14,-0.4914481250503353
CELL,-14,15,-0.504152903359996
CELL,-13,-16,0.14182779743361387
CELL,-13,-15,0.10311950580243329
CELL,-13,-14,0.08312303809513673
CELL,-13,-13,0.04011473593148559
CELL,-13,-12,0.004258823960185112
CELL,-13,-11,-0.01326384516561258
CELL,-13,-10,-0.03752098579669661
CELL,-13,-9,-0.050537908619529885
CELL,-13,-8,-0.05909252076103328
CELL,-13,-7,-0.08866192606590609
CELL,-13,-6,-0.09106874801064749
CELL,-13,-5,-0.08251596276551415
CELL,-13,-4,-0.08464027412372589
CELL,-13,-3,-0.12613689255789554
CELL,-13,-2,-0.16343437557744842
CELL,-13,-1,-0.19219125224477443
CELL,-13,0,-0.21866038971232596
CELL,-13,1,-0.25592625920966866
CELL,-13,2,-0.29476699226105124
CELL,-13,3,-0.30639354152399434
CELL,-13,4,-0.34001274031805884
CELL,-13,5,-0.3556492529374239
CELL,-13,6,-0.3400438304574966
CELL,-13,7,-0.3188476229622729
CELL,-13,8,-0.3381759118029235
CELL,-13,9,-0.36045470297074034
CELL,-13,10,-0.38592147681057504
CELL,-13,11,-0.42880562324387445
CELL,-13,12,-0.4594498175851166
CELL,-13,13,-0.47768334726298867
CELL,-13,14,-0.4951450407711868
CELL,-13,15,-0.5215840688899184
CELL,-12,-16,0.161252027188962
CELL,-12,-15,0.13001109167019248
CELL,-12,-14,0.12447405620822465
CELL,-12,-13,0.08118966122860262
CELL,-12,-12,0.038645177673361904
CELL,-12,-11,0.019432265595231712
CELL,-12,-10,-0.0041053052429066055
CELL,-12,-9,-0.023478697131822674
CELL,-12,-8,-0.04234119694033312
CELL,-12,-7,-0.048625855450417456
CELL,-12,-6,-0.07062059239212536
CELL,-12,-5,-0.08043647365390923
CELL,-12,-4,-0.07903088450625761
CELL,-12,-3,-0.10620378585069458
CELL,-12,-2,-0.16353507155887673
CELL,-12,-1,-0.18886899394198073
CELL,-12,0,-0.2196294718562156
CELL,-12,1,-0.2573317237393979
CELL,-12,2,-0.2774496293618335
CELL,-12,3,-0.3047326066572956
CELL,-12,4,-0.33105970287282555
CELL,-12,5,-0.1494298948458503
CELL,-12,6,-0.3456330607181058
CELL,-12,7,-0.13761405943683774
CELL,-12,8,-0.14900127910166794
CELL,-12,9,-0.368463540455498
CELL,-12,10,-0.3886269748161593
